ID,testlogloss,trainlogloss,eta,nrounds,num_parallel_tree,max_depth,max_delta_step,colsample_bynode,colsample_bylevel,colsample_bytree,subsample,grow_policy,tree_method,booster,alpha,lambda,objective,with_pca,with_important_only,drop_ctl,DirectoryPath,c_pca_thresh
139,0.0184076059588562,0.01791184874821,0.1,50,40,2,5,0.5,0.7,0.5,0.4,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
140,0.193935050710457,0.193589816082532,0.01,100,30,2,5,0.5,0.7,0.5,0.4,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
141,0.0169584956191675,0.0138150121080354,0.05,300,10,1,5,0.5,0.7,0.5,0.4,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
142,0.0184040499479493,0.0179104298476029,0.1,50,40,2,5,0.5,0.7,0.5,0.4,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
143,0.193937195255819,0.193591702302626,0.01,100,30,2,5,0.5,0.7,0.5,0.4,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
144,0.0182224891346569,0.0168876578448012,0.1,50,40,3,5,0.5,0.7,0.5,0.4,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
145,0.0168576469944642,0.0123112429586296,0.07,300,10,1,5,0.5,0.7,0.5,0.4,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
146,0.193823107059653,0.193443814398001,0.01,100,30,3,5,0.5,0.7,0.5,0.4,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
147,0.0182178711803519,0.0168842859548907,0.1,50,40,3,5,0.5,0.7,0.5,0.4,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
148,0.017333803496407,0.0158614549209834,0.03,300,10,1,5,0.5,0.7,0.5,0.4,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
149,0.193824379972877,0.193444750553176,0.01,100,30,3,5,0.5,0.7,0.5,0.4,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
150,0.0169559419651676,0.0138132537072055,0.05,300,10,1,5,0.5,0.7,0.5,0.4,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
151,0.0171559861417179,0.00434009573795802,0.05,200,10,5,3,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
152,0.0168579250316054,0.0123052375662625,0.07,300,10,1,5,0.5,0.7,0.5,0.4,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
153,0.0169601383011434,0.0132685940740828,0.03,300,10,2,5,0.5,0.7,0.5,0.4,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
154,0.0168186884412957,0.00957077655510586,0.05,300,10,2,5,0.5,0.7,0.5,0.4,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
155,0.0170851189605072,0.00735057721633031,0.07,300,10,2,5,0.5,0.7,0.5,0.4,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
156,0.0192649452328422,0.00118495718117742,0.1,200,10,5,3,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
157,0.0169577080698965,0.0132665641390247,0.03,300,10,2,5,0.5,0.7,0.5,0.4,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
158,0.0168224076628185,0.00957309063025728,0.05,300,10,2,5,0.5,0.7,0.5,0.4,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
159,0.0170717935878994,0.00735224052312729,0.07,300,10,2,5,0.5,0.7,0.5,0.4,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
160,0.0744899156972158,0.0749667914689401,0.01,200,10,1,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
161,0.0168643709366033,0.010656174522744,0.03,300,10,3,5,0.5,0.7,0.5,0.4,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
162,0.0171776782928795,0.00433668765751475,0.05,200,10,5,3,0.5,0.7,0.5,0.7,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
163,0.0232771351987605,0.0232841981830468,0.02,200,10,1,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
164,0.0178689353368545,0.0174882601023956,0.03,200,10,1,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
165,0.017013135265911,0.00621665606648307,0.05,300,10,3,5,0.5,0.7,0.5,0.4,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
166,0.0172262918946196,0.0162709679429594,0.04,200,10,1,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
167,0.0176364876656669,0.00418572768963364,0.07,300,10,3,5,0.5,0.7,0.5,0.4,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
168,0.0169850682141231,0.0154226186793133,0.05,200,10,1,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
169,0.0741209012796458,0.074538159478572,0.01,200,10,2,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
170,0.0168505648474004,0.0106545145668014,0.03,300,10,3,5,0.5,0.7,0.5,0.4,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
171,0.0192716101850612,0.00118494014293514,0.1,200,10,5,3,0.5,0.7,0.5,0.7,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
172,0.022803982917955,0.0224751792658608,0.02,200,10,2,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
173,0.0170107120751469,0.00621816368979322,0.05,300,10,3,5,0.5,0.7,0.5,0.4,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
174,0.0173810642067555,0.0159876188919133,0.03,200,10,2,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
175,0.0167515059747579,0.0138603036708561,0.04,200,10,2,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
176,0.0176115691592867,0.00417907944830653,0.07,300,10,3,5,0.5,0.7,0.5,0.4,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
177,0.0165589606720141,0.0121961868818522,0.05,200,10,2,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
178,0.073934337334931,0.0742602157778977,0.01,200,10,3,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
179,0.0225743172577908,0.0217416331021559,0.02,200,10,3,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
180,0.0174452601217958,0.00325795422793589,0.05,200,10,6,3,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
181,0.0171476397647419,0.0142675878040668,0.03,200,10,3,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
182,0.0165624081928913,0.0110946798572974,0.04,200,10,3,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
183,0.0164581173389618,0.00880829628834564,0.05,200,10,3,5,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
184,0.0198173709706611,0.000797683969171518,0.1,200,10,6,3,0.5,0.7,0.5,0.7,lossguide,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
185,0.0174643368715579,0.00325336750914562,0.05,200,10,6,3,0.5,0.7,0.5,0.7,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
186,0.0198587412840615,0.000797929504953695,0.1,200,10,6,3,0.5,0.7,0.5,0.7,depthwise,hist,gbtree,,,binary:logistic,1,0,0,.GRID_SEARCH_RESULTS.db/Results/,0.8
